"P","L","Ecoef","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Leader_inv","Leader_return","Follower_return","No_Ldr_Return"
15,12,0,0,2,10,100,0,0,0,18,20,20
0,15,0,0,2,10,100,0.10255700871029,0,0.669088921033223,13.0363338154983,14.9205835010015,5
1,15,0,0,2,10,100,0.0904222503314415,0,0.67371722993049,13.4320412190269,16.0061894079674,6
3,15,0,0,2,10,100,0.067756354397566,0,0.68664297768466,14.2397157322159,18.228510124208,8
7,15,0,0,2,10,100,0.028306873427841,0,0.738144547352295,15.9051563788184,23.044947128348,12
12,15,0,0,2,10,100,0,0,0,15,17,17
15,15,0,0,2,10,100,0,0,0,18,20,20
0,1,0.1,0,2,10,100,0,0,0,3,5,5
1,1,0.1,0,2,10,100,0,0,0,4,6,6
3,1,0.1,0,2,10,100,0,0,0,6,8,8
7,1,0.1,0,2,10,100,0,0,0,10,12,12
12,1,0.1,0,2,10,100,0,0,0,15,17,17
15,1,0.1,0,2,10,100,0,0,0,18,20,20
0,3,0.1,0,2,10,100,0.00460896759038811,0,0.911489348978944,5.73446804693683,7.73027428885606,5
1,3,0.1,0,2,10,100,0,0,0,4,6,6
3,3,0.1,0,2,10,100,0,0,0,6,8,8
7,3,0.1,0,2,10,100,0,0,0,10,12,12
12,3,0.1,0,2,10,100,0,0,0,15,17,17
15,3,0.1,0,2,10,100,0,0,0,18,20,20
0,7,0.1,0,2,10,100,0.0471055335151024,0,0.749841342463243,8.2488893972427,10.2016224499063,5
1,7,0.1,0,2,10,100,0.0321748284919396,0,0.773610140187131,8.64166084112279,11.384055208609,6
3,7,0.1,0,2,10,100,0.00777393030440171,0,0.860214911452791,9.44085964581116,14.0143776325727,8
7,7,0.1,0,2,10,100,0,0,0,10,12,12
12,7,0.1,0,2,10,100,0,0,0,15,17,17
15,7,0.1,0,2,10,100,0,0,0,18,20,20
0,12,0.1,0,2,10,100,0.0855491607986703,0,0.688496978630527,11.2619637435663,13.1687053338519,5
1,12,0.1,0,2,10,100,0.0724562766959401,0,0.696233312336843,11.6585664357053,14.2779615373003,6
3,12,0.1,0,2,10,100,0.048150031783411,0,0.718438047223602,12.4659424250124,16.572829012016,8
7,12,0.1,0,2,10,100,0.00886867585012941,0,0.827283867374396,14.136419336872,21.9192550312703,12
12,12,0.1,0,2,10,100,0,0,0,15,17,17
15,12,0.1,0,2,10,100,0,0,0,18,20,20
0,15,0.1,0,2,10,100,0.10255700871029,0,0.669088921033223,13.0363338154983,14.9205835010015,5
1,15,0.1,0,2,10,100,0.0904222503314415,0,0.67371722993049,13.4320412190269,16.0061894079674,6
3,15,0.1,0,2,10,100,0.067756354397566,0,0.68664297768466,14.2397157322159,18.228510124208,8
7,15,0.1,0,2,10,100,0.028306873427841,0,0.738144547352295,15.9051563788184,23.044947128348,12
12,15,0.1,0,2,10,100,0,0,0,15,17,17
15,15,0.1,0,2,10,100,0,0,0,18,20,20
0,1,0.4,0,2,10,100,0,0,0,3,5,5
1,1,0.4,0,2,10,100,0,0,0,4,6,6
3,1,0.4,0,2,10,100,0,0,0,6,8,8
7,1,0.4,0,2,10,100,0,0,0,10,12,12
12,1,0.4,0,2,10,100,0,0,0,15,17,17
15,1,0.4,0,2,10,100,0,0,0,18,20,20
0,3,0.4,0,2,10,100,0.00460896759038811,0,0.911489348978944,5.73446804693683,7.73027428885606,5
1,3,0.4,0,2,10,100,3.66384148386834e-06,0.895778436293828,1,6.26873353088815,8.91041885888449,6
3,3,0.4,0,2,10,100,0.0214317237440855,8.24826757182148,0.547580050635213,8.47448027154644,8.79762798388032,8
7,3,0.4,0,2,10,100,0,0,0,10,12,12
12,3,0.4,0,2,10,100,0,0,0,15,17,17
15,3,0.4,0,2,10,100,0,0,0,18,20,20
0,7,0.4,0,2,10,100,0.0471055335151024,0,0.749841342463243,8.2488893972427,10.2016224499063,5
1,7,0.4,0,2,10,100,0.0321748284919396,0,0.773610140187131,8.64166084112279,11.384055208609,6
3,7,0.4,0,2,10,100,0.00777393030440171,0,0.860214911452791,9.44085964581116,14.0143776325727,8
7,7,0.4,0,2,10,100,0.0483075172105511,11.0237774636904,0.435630879034407,13.3071332391071,13.8984354308057,12
12,7,0.4,0,2,10,100,0.114492958612874,25.7646744839226,0.469647592525642,20.3811643825486,17.5787547863587,17
15,7,0.4,0,2,10,100,0.0390218237322857,22.8550167083495,0.344786707519953,22.0982113523452,20.0895535456951,20
0,12,0.4,0,2,10,100,0.0855491607986703,0,0.688496978630527,11.2619637435663,13.1687053338519,5
1,12,0.4,0,2,10,100,0.0724562766959401,0,0.696233312336843,11.6585664357053,14.2779615373003,6
3,12,0.4,0,2,10,100,0.048150031783411,0,0.718438047223602,12.4659424250124,16.572829012016,8
7,12,0.4,0,2,10,100,0.00886867585012941,0,0.827283867374396,14.136419336872,21.9192550312703,12
12,12,0.4,0,2,10,100,0.0740228194872489,14.9075543697328,0.387245847005361,19.4722663109198,20.0774330151528,17
15,12,0.4,0,2,10,100,0.131948849123617,24.8042189908327,0.395109601597125,24.2559368924584,22.103231502838,20
0,15,0.4,0,2,10,100,0.10255700871029,0,0.669088921033223,13.0363338154983,14.9205835010015,5
1,15,0.4,0,2,10,100,0.0904222503314415,0,0.67371722993049,13.4320412190269,16.0061894079674,6
3,15,0.4,0,2,10,100,0.067756354397566,0,0.68664297768466,14.2397157322159,18.228510124208,8
7,15,0.4,0,2,10,100,0.028306873427841,0,0.738144547352295,15.9051563788184,23.044947128348,12
12,15,0.4,0,2,10,100,3.66384148386834e-06,1.22059746295624,1,18.3661792388869,31.8779369562182,17
15,15,0.4,0,2,10,100,0.0830455697860983,16.9451032620681,0.366987565549694,23.0835309786204,23.7202449427143,20
0,1,0.9,0,2,10,100,0,0,0,3,5,5
1,1,0.9,0,2,10,100,0,0,0,4,6,6
3,1,0.9,0,2,10,100,0,0,0,6,8,8
7,1,0.9,0,2,10,100,0,0,0,10,12,12
12,1,0.9,0,2,10,100,0,0,0,15,17,17
15,1,0.9,0,2,10,100,0,0,0,18,20,20
0,3,0.9,0,2,10,100,0.00460896759038811,0,0.911489348978944,5.73446804693683,7.73027428885606,5
1,3,0.9,0,2,10,100,3.66384148386834e-06,0.342279271279124,1,6.2738234170233,8.96576877538596,6
3,3,0.9,0,2,10,100,0.0403493055075164,3.46517968754148,0.465597695243324,8.77214375003319,9.01039604954481,8
7,3,0.9,0,2,10,100,0.120295356896386,8.24319197538932,0.458881482480525,14.7590276503894,12.4117354829053,12
12,3,0.9,0,2,10,100,0.0377049401876551,8.50399664766237,0.310693529925391,19.0069555488014,17.0446372706574,17
15,3,0.9,0,2,10,100,0,0,0,18,20,20
0,7,0.9,0,2,10,100,0.0471055335151024,0,0.749841342463243,8.2488893972427,10.2016224499063,5
1,7,0.9,0,2,10,100,0.0321748284919396,0,0.773610140187131,8.64166084112279,11.384055208609,6
3,7,0.9,0,2,10,100,0.00777393030440171,0,0.860214911452791,9.44085964581116,14.0143776325727,8
7,7,0.9,0,2,10,100,0.0848965204839741,5.2051254896755,0.408200897215085,14.1641003917404,14.2444723003165,12
12,7,0.9,0,2,10,100,0.194072656639745,11.4873094695405,0.399430905679906,22.1926930472329,18.3891392967414,17
15,7,0.9,0,2,10,100,0.223240469850028,14.4074182638371,0.397707347391617,26.3442758319368,21.0329168180704,20
0,12,0.9,0,2,10,100,0.0855491607986703,0,0.688496978630527,11.2619637435663,13.1687053338519,5
1,12,0.9,0,2,10,100,0.0724562766959401,0,0.696233312336843,11.6585664357053,14.2779615373003,6
3,12,0.9,0,2,10,100,0.048150031783411,0,0.718438047223602,12.4659424250124,16.572829012016,8
7,12,0.9,0,2,10,100,0.00886867585012941,0,0.827283867374396,14.136419336872,21.9192550312703,12
12,12,0.9,0,2,10,100,0.122495319663122,7.4604498073192,0.375331894341179,20.9683598458554,20.6141703870948,17
15,12,0.9,0,2,10,100,0.202586366070028,11.8749971007599,0.371373711101768,26.3858765473026,22.9959179850736,20
0,15,0.9,0,2,10,100,0.10255700871029,0,0.669088921033223,13.0363338154983,14.9205835010015,5
1,15,0.9,0,2,10,100,0.0904222503314415,0,0.67371722993049,13.4320412190269,16.0061894079674,6
3,15,0.9,0,2,10,100,0.067756354397566,0,0.68664297768466,14.2397157322159,18.228510124208,8
7,15,0.9,0,2,10,100,0.028306873427841,0,0.738144547352295,15.9051563788184,23.044947128348,12
12,15,0.9,0,2,10,100,3.66384148386834e-06,0.466379479760068,1,18.3731035838081,31.9533587545379,17
15,15,0.9,0,2,10,100,0.131922801295617,8.47993499917607,0.358132723623964,24.7839479993409,24.3663743525207,20
0,1,1,0,2,10,100,0,0,0,3,5,5
1,1,1,0,2,10,100,0,0,0,4,6,6
3,1,1,0,2,10,100,0,0,0,6,8,8
7,1,1,0,2,10,100,0,0,0,10,12,12
12,1,1,0,2,10,100,0,0,0,15,17,17
15,1,1,0,2,10,100,0,0,0,18,20,20
0,3,1,0,2,10,100,0.00460896759038811,0,0.911489348978944,5.73446804693683,7.73027428885606,5
1,3,1,0,2,10,100,3.66384148386834e-06,0.30464051836046,1,6.27417646652441,8.96953265067783,6
3,3,1,0,2,10,100,0.0418926928022242,3.10612871976015,0.459592026593935,8.79551584778413,9.02661465939086,8
7,3,1,0,2,10,100,0.126556612631257,7.3829435580075,0.44637181762547,14.8591619317049,12.4511321131211,12
12,3,1,0,2,10,100,0.0638922950490305,8.57209223247964,0.334889910595336,19.7008738138736,17.0809397528661,17
15,3,1,0,2,10,100,0.00661988939021033,5.90605156197048,0.201048978938158,20.9028586585155,20.0064895209277,20
0,7,1,0,2,10,100,0.0471055335151024,0,0.749841342463243,8.2488893972427,10.2016224499063,5
1,7,1,0,2,10,100,0.0321748284919396,0,0.773610140187131,8.64166084112279,11.384055208609,6
3,7,1,0,2,10,100,0.00777393030440171,0,0.860214911452791,9.44085964581116,14.0143776325727,8
7,7,1,0,2,10,100,0.0868616953726017,4.68072547712509,0.405379543833604,14.2126529294126,14.2746367294887,12
12,7,1,0,2,10,100,0.201042859074373,10.3651507394947,0.394531979621016,22.3559757674401,18.4548659761375,17
15,7,1,0,2,10,100,0.233841752766312,13.0226945178156,0.392354181126032,26.5815916170258,21.1142770868746,20
0,12,1,0,2,10,100,0.0855491607986703,0,0.688496978630527,11.2619637435663,13.1687053338519,5
1,12,1,0,2,10,100,0.0724562766959401,0,0.696233312336843,11.6585664357053,14.2779615373003,6
3,12,1,0,2,10,100,0.048150031783411,0,0.718438047223602,12.4659424250124,16.572829012016,8
7,12,1,0,2,10,100,0.00886867585012941,0,0.827283867374396,14.136419336872,21.9192550312703,12
12,12,1,0,2,10,100,0.125429536584254,6.73801805450107,0.373519278852138,21.064216249051,20.6603911074696,17
15,12,1,0,2,10,100,0.217589878003782,11.0326798215908,0.372874982948952,26.8107868905848,23.0712631809757,20
0,15,1,0,2,10,100,0.10255700871029,0,0.669088921033223,13.0363338154983,14.9205835010015,5
1,15,1,0,2,10,100,0.0904222503314415,0,0.67371722993049,13.4320412190269,16.0061894079674,6
3,15,1,0,2,10,100,0.067756354397566,0,0.68664297768466,14.2397157322159,18.228510124208,8
7,15,1,0,2,10,100,0.028306873427841,0,0.738144547352295,15.9051563788184,23.044947128348,12
12,15,1,0,2,10,100,3.66384148386834e-06,0.415079305839021,1,18.3735713752551,31.95848877193,17
15,15,1,0,2,10,100,0.148535419660213,8.13685295900215,0.361304184222028,25.3231676631019,24.422913024343,20
0,1,0,0.1,2,10,100,0,0,0,2.9,5,5
1,1,0,0.1,2,10,100,0,0,0,3.9,6,6
3,1,0,0.1,2,10,100,0,0,0,5.9,8,8
7,1,0,0.1,2,10,100,0,0,0,9.9,12,12
12,1,0,0.1,2,10,100,0,0,0,14.9,17,17
15,1,0,0.1,2,10,100,0,0,0,17.9,20,20
0,3,0,0.1,2,10,100,0.00342111859464855,0,0.924635564014837,5.67390669204451,7.77080253008159,5
1,3,0,0.1,2,10,100,0,0,0,3.9,6,6
3,3,0,0.1,2,10,100,0,0,0,5.9,8,8
7,3,0,0.1,2,10,100,0,0,0,9.9,12,12
12,3,0,0.1,2,10,100,0,0,0,14.9,17,17
15,3,0,0.1,2,10,100,0,0,0,17.9,20,20
0,7,0,0.1,2,10,100,0.0446801989159161,0,0.756434525282795,8.19504167697956,10.2504505898184,5
1,7,0,0.1,2,10,100,0.0300799424998262,0,0.781203603259623,8.58722161955774,11.4393812869063,6
3,7,0,0.1,2,10,100,0.00663687636426861,0,0.87125955960413,9.38503823841652,14.0927488834726,8
7,7,0,0.1,2,10,100,0,0,0,9.9,12,12
12,7,0,0.1,2,10,100,0,0,0,14.9,17,17
15,7,0,0.1,2,10,100,0,0,0,17.9,20,20
0,12,0,0.1,2,10,100,0.0831262772858538,0,0.692838252597412,11.2140590311689,13.2238980977766,5
1,12,0,0.1,2,10,100,0.0702019434947379,0,0.700899715565903,11.6098968712249,14.3367067396607,6
3,12,0,0.1,2,10,100,0.046213815970195,0.00651744413347922,0.724230412520329,12.4174219682696,16.6438331857483,8
7,12,0,0.1,2,10,100,0.00140290155058294,11.6340197082606,0.937563756186595,13.4244168101069,22.0860962669019,12
12,12,0,0.1,2,10,100,0,0,0,14.9,17,17
15,12,0,0.1,2,10,100,0,0,0,17.9,20,20
0,15,0,0.1,2,10,100,0.100217641998789,0,0.672684319802066,12.990264797031,14.9776855829289,5
1,15,0,0.1,2,10,100,0.0882084223694036,0,0.677598084455045,13.3863731823706,16.0672824827556,6
3,15,0,0.1,2,10,100,0.0657748127181498,0,0.691180617590648,14.1941674110878,18.2989492454846,8
7,15,0,0.1,2,10,100,0.0268400975559243,0.0638753646078584,0.745267047015354,15.8557488396621,23.1468944344815,12
12,15,0,0.1,2,10,100,0,0,0,14.9,17,17
15,15,0,0.1,2,10,100,0,0,0,17.9,20,20
0,1,0.1,0.1,2,10,100,0,0,0,2.9,5,5
1,1,0.1,0.1,2,10,100,0,0,0,3.9,6,6
3,1,0.1,0.1,2,10,100,0,0,0,5.9,8,8
7,1,0.1,0.1,2,10,100,0,0,0,9.9,12,12
12,1,0.1,0.1,2,10,100,0,0,0,14.9,17,17
15,1,0.1,0.1,2,10,100,0,0,0,17.9,20,20
0,3,0.1,0.1,2,10,100,0.00342111859464855,0,0.924635564014837,5.67390669204451,7.77080253008159,5
1,3,0.1,0.1,2,10,100,0,0,0,3.9,6,6
3,3,0.1,0.1,2,10,100,0,0,0,5.9,8,8
7,3,0.1,0.1,2,10,100,0,0,0,9.9,12,12
12,3,0.1,0.1,2,10,100,0,0,0,14.9,17,17
15,3,0.1,0.1,2,10,100,0,0,0,17.9,20,20
0,7,0.1,0.1,2,10,100,0.0446801989159161,0,0.756434525282795,8.19504167697956,10.2504505898184,5
1,7,0.1,0.1,2,10,100,0.0300799424998262,0,0.781203603259623,8.58722161955774,11.4393812869063,6
3,7,0.1,0.1,2,10,100,0.00663687636426861,0,0.87125955960413,9.38503823841652,14.0927488834726,8
7,7,0.1,0.1,2,10,100,0,0,0,9.9,12,12
12,7,0.1,0.1,2,10,100,0,0,0,14.9,17,17
15,7,0.1,0.1,2,10,100,0,0,0,17.9,20,20
0,12,0.1,0.1,2,10,100,0.0831262772858538,0,0.692838252597412,11.2140590311689,13.2238980977766,5
1,12,0.1,0.1,2,10,100,0.0702019434947379,0,0.700899715565903,11.6098968712249,14.3367067396607,6
3,12,0.1,0.1,2,10,100,0.046225196425269,0,0.724174516469684,12.4175706482272,16.6438016047085,8
7,12,0.1,0.1,2,10,100,0.00789905576140429,0,0.837278615769014,14.0863930788451,22.0400997939855,12
12,12,0.1,0.1,2,10,100,0,0,0,14.9,17,17
15,12,0.1,0.1,2,10,100,0,0,0,17.9,20,20
0,15,0.1,0.1,2,10,100,0.100217641998789,0,0.672684319802066,12.990264797031,14.9776855829289,5
1,15,0.1,0.1,2,10,100,0.0882084223694036,0,0.677598084455045,13.3863731823706,16.0672824827556,6
3,15,0.1,0.1,2,10,100,0.0657748127181498,0,0.691180617590648,14.1941674110878,18.2989492454846,8
7,15,0.1,0.1,2,10,100,0.0269107923002377,0,0.744829182185308,15.8586334574825,23.1466420504342,12
12,15,0.1,0.1,2,10,100,0,0,0,14.9,17,17
15,15,0.1,0.1,2,10,100,0,0,0,17.9,20,20
0,1,0.4,0.1,2,10,100,0,0,0,2.9,5,5
1,1,0.4,0.1,2,10,100,0,0,0,3.9,6,6
3,1,0.4,0.1,2,10,100,0,0,0,5.9,8,8
7,1,0.4,0.1,2,10,100,0,0,0,9.9,12,12
12,1,0.4,0.1,2,10,100,0,0,0,14.9,17,17
15,1,0.4,0.1,2,10,100,0,0,0,17.9,20,20
0,3,0.4,0.1,2,10,100,0.00342111859464855,0,0.924635564014837,5.67390669204451,7.77080253008159,5
1,3,0.4,0.1,2,10,100,3.66384148386834e-06,1.21927029639902,1,6.26578108891971,8.87806967287397,6
3,3,0.4,0.1,2,10,100,0.0212453094411828,8.57968665791046,0.555206528072369,8.47390599737314,8.78755063877494,8
7,3,0.4,0.1,2,10,100,0,0,0,9.9,12,12
12,3,0.4,0.1,2,10,100,0,0,0,14.9,17,17
15,3,0.4,0.1,2,10,100,0,0,0,17.9,20,20
0,7,0.4,0.1,2,10,100,0.0446801989159161,0,0.756434525282795,8.19504167697956,10.2504505898184,5
1,7,0.4,0.1,2,10,100,0.0300799424998262,0,0.781203603259623,8.58722161955774,11.4393812869063,6
3,7,0.4,0.1,2,10,100,0.00663687636426861,0,0.87125955960413,9.38503823841652,14.0927488834726,8
7,7,0.4,0.1,2,10,100,0.0492784464786712,11.4418880757635,0.440772566251151,13.3325664227291,13.891532185146,12
12,7,0.4,0.1,2,10,100,0.113142059007238,26.0841379929735,0.473702628454614,20.356728255619,17.577099813625,17
15,7,0.4,0.1,2,10,100,0.0420736993004257,23.9176399918633,0.360484362220263,22.1914170997969,20.0898814880601,20
0,12,0.4,0.1,2,10,100,0.0831262772858538,0,0.692838252597412,11.2140590311689,13.2238980977766,5
1,12,0.4,0.1,2,10,100,0.0702019434947379,0,0.700899715565903,11.6098968712249,14.3367067396607,6
3,12,0.4,0.1,2,10,100,0.046225196425269,0,0.724174516469684,12.4175706482272,16.6438016047085,8
7,12,0.4,0.1,2,10,100,0.00789905576140429,0,0.837278615769014,14.0863930788451,22.0400997939855,12
12,12,0.4,0.1,2,10,100,0.0728673711449147,15.1415326492471,0.388565147876601,19.4424597947741,20.0712866143848,17
15,12,0.4,0.1,2,10,100,0.127614848879375,24.7599198930075,0.393707251411102,24.1468542136689,22.0972512832519,20
0,15,0.4,0.1,2,10,100,0.100217641998789,0,0.672684319802066,12.990264797031,14.9776855829289,5
1,15,0.4,0.1,2,10,100,0.0882084223694036,0,0.677598084455045,13.3863731823706,16.0672824827556,6
3,15,0.4,0.1,2,10,100,0.0657748127181498,0,0.691180617590648,14.1941674110878,18.2989492454846,8
7,15,0.4,0.1,2,10,100,0.0269107923002377,0,0.744829182185308,15.8586334574825,23.1466420504342,12
12,15,0.4,0.1,2,10,100,3.66384148386834e-06,1.54402320508161,1,18.3632069615245,31.8455943820057,17
15,15,0.4,0.1,2,10,100,0.0825238229017131,17.2316505412362,0.368453742522016,23.0694951623709,23.7142461985888,20
0,1,0.9,0.1,2,10,100,0,0,0,2.9,5,5
1,1,0.9,0.1,2,10,100,0,0,0,3.9,6,6
3,1,0.9,0.1,2,10,100,0,0,0,5.9,8,8
7,1,0.9,0.1,2,10,100,0,0,0,9.9,12,12
12,1,0.9,0.1,2,10,100,0,0,0,14.9,17,17
15,1,0.9,0.1,2,10,100,0,0,0,17.9,20,20
0,3,0.9,0.1,2,10,100,0.00342111859464855,0,0.924635564014837,5.67390669204451,7.77080253008159,5
1,3,0.9,0.1,2,10,100,3.66384148386834e-06,0.465843002271279,1,6.27267440181702,8.95341240228674,6
3,3,0.9,0.1,2,10,100,0.03820454857089,3.54625878357502,0.466077701290845,8.73700702686001,9.00603028378198,8
7,3,0.9,0.1,2,10,100,0.11843671764148,8.34365610102729,0.460834398838346,14.7315872854684,12.410215866353,12
12,3,0.9,0.1,2,10,100,0.0381066033276084,8.73094594272176,0.318487321669216,19.0183708591545,17.044895065471,17
15,3,0.9,0.1,2,10,100,0,0,0,17.9,20,20
0,7,0.9,0.1,2,10,100,0.0446801989159161,0,0.756434525282795,8.19504167697956,10.2504505898184,5
1,7,0.9,0.1,2,10,100,0.0300799424998262,0,0.781203603259623,8.58722161955774,11.4393812869063,6
3,7,0.9,0.1,2,10,100,0.00663687636426861,0,0.87125955960413,9.38503823841652,14.0927488834726,8
7,7,0.9,0.1,2,10,100,0.083805903765166,5.3011168963092,0.408959251915817,14.1408935170474,14.241575982254,12
12,7,0.9,0.1,2,10,100,0.193287569552573,11.6025172794997,0.400616139597868,22.1789331256104,18.3872780680181,17
15,7,0.9,0.1,2,10,100,0.221747930935479,14.5052912758809,0.39851040151336,26.3161498085979,21.0314878363193,20
0,12,0.9,0.1,2,10,100,0.0831262772858538,0,0.692838252597412,11.2140590311689,13.2238980977766,5
1,12,0.9,0.1,2,10,100,0.0702019434947379,0,0.700899715565903,11.6098968712249,14.3367067396607,6
3,12,0.9,0.1,2,10,100,0.046225196425269,0,0.724174516469684,12.4175706482272,16.6438016047085,8
7,12,0.9,0.1,2,10,100,0.00789905576140429,0,0.837278615769014,14.0863930788451,22.0400997939855,12
12,12,0.9,0.1,2,10,100,0.122536635998448,7.58760297625462,0.376066168837913,20.9700823810037,20.6102064846935,17
15,12,0.9,0.1,2,10,100,0.206324430998462,12.1357448618195,0.373843892747292,26.4870642112137,22.9928541375714,20
0,15,0.9,0.1,2,10,100,0.100217641998789,0,0.672684319802066,12.990264797031,14.9776855829289,5
1,15,0.9,0.1,2,10,100,0.0882084223694036,0,0.677598084455045,13.3863731823706,16.0672824827556,6
3,15,0.9,0.1,2,10,100,0.0657748127181498,0,0.691180617590648,14.1941674110878,18.2989492454846,8
7,15,0.9,0.1,2,10,100,0.0269107923002377,0,0.744829182185308,15.8586334574825,23.1466420504342,12
12,15,0.9,0.1,2,10,100,3.66384148386834e-06,0.589943210752224,1,18.3719545686018,31.9410023814386,17
15,15,0.9,0.1,2,10,100,0.132767944368664,8.64023389887987,0.359128559505993,24.8121871191039,24.3640211178398,20
0,1,1,0.1,2,10,100,0,0,0,2.9,5,5
1,1,1,0.1,2,10,100,0,0,0,3.9,6,6
3,1,1,0.1,2,10,100,0,0,0,5.9,8,8
7,1,1,0.1,2,10,100,0,0,0,9.9,12,12
12,1,1,0.1,2,10,100,0,0,0,14.9,17,17
15,1,1,0.1,2,10,100,0,0,0,17.9,20,20
0,3,1,0.1,2,10,100,0.00342111859464855,0,0.924635564014837,5.67390669204451,7.77080253008159,5
1,3,1,0.1,2,10,100,3.66384148386834e-06,0.414611133739071,1,6.27315002036516,8.95853558913996,6
3,3,1,0.1,2,10,100,0.0423432204058132,3.22765756554913,0.462685255848484,8.80489180899421,9.02325209723061,8
7,3,1,0.1,2,10,100,0.127331526908724,7.53452770142115,0.451458496295048,14.8752409460988,12.4500957072278,12
12,3,1,0.1,2,10,100,0.0607774186524969,8.59298651053305,0.334280722226126,19.6251613594446,17.0806924093938,17
15,3,1,0.1,2,10,100,0.00607497207548079,6.02180735068737,0.204910844644586,20.8606964798836,20.0070048842239,20
0,7,1,0.1,2,10,100,0.0446801989159161,0,0.756434525282795,8.19504167697956,10.2504505898184,5
1,7,1,0.1,2,10,100,0.0300799424998262,0,0.781203603259623,8.58722161955774,11.4393812869063,6
3,7,1,0.1,2,10,100,0.00663687636426861,0,0.87125955960413,9.38503823841652,14.0927488834726,8
7,7,1,0.1,2,10,100,0.0898423424079423,4.86878753441279,0.407887355928745,14.2819087809715,14.2695203230197,12
12,7,1,0.1,2,10,100,0.203751042929928,10.5626217687373,0.39778560743111,22.417431554708,18.4531092952943,17
15,7,1,0.1,2,10,100,0.233004741886306,13.1283046037717,0.393539663062708,26.5671568388928,21.113577600282,20
0,12,1,0.1,2,10,100,0.0831262772858538,0,0.692838252597412,11.2140590311689,13.2238980977766,5
1,12,1,0.1,2,10,100,0.0702019434947379,0,0.700899715565903,11.6098968712249,14.3367067396607,6
3,12,1,0.1,2,10,100,0.046225196425269,0,0.724174516469684,12.4175706482272,16.6438016047085,8
7,12,1,0.1,2,10,100,0.00789905576140429,0,0.837278615769014,14.0863930788451,22.0400997939855,12
12,12,1,0.1,2,10,100,0.121713625967963,6.7330809028485,0.372907248631647,20.9597728125637,20.658943024918,17
15,12,1,0.1,2,10,100,0.215500022881117,11.086619476693,0.372954033671959,26.7590954280078,23.0706100330513,20
0,15,1,0.1,2,10,100,0.100217641998789,0,0.672684319802066,12.990264797031,14.9776855829289,5
1,15,1,0.1,2,10,100,0.0882084223694036,0,0.677598084455045,13.3863731823706,16.0672824827556,6
3,15,1,0.1,2,10,100,0.0657748127181498,0,0.691180617590648,14.1941674110878,18.2989492454846,8
7,15,1,0.1,2,10,100,0.0269107923002377,0,0.744829182185308,15.8586334574825,23.1466420504342,12
12,15,1,0.1,2,10,100,9.70276486815935e-06,0.555059728782827,0.996223920157138,18.388225516376,31.8878440967885,17
15,15,1,0.1,2,10,100,0.147232243854758,8.20434909663033,0.361455388123128,25.2839141869673,24.4204613494639,20
0,1,0,0.5,2,10,100,0,0,0,2.5,5,5
1,1,0,0.5,2,10,100,0,0,0,3.5,6,6
3,1,0,0.5,2,10,100,0,0,0,5.5,8,8
7,1,0,0.5,2,10,100,0,0,0,9.5,12,12
12,1,0,0.5,2,10,100,0,0,0,14.5,17,17
15,1,0,0.5,2,10,100,0,0,0,17.5,20,20
0,3,0,0.5,2,10,100,0.000471145838416934,0,0.975029890972875,5.42508967291863,7.92466516538855,5
1,3,0,0.5,2,10,100,0,0,0,3.5,6,6
3,3,0,0.5,2,10,100,0,0,0,5.5,8,8
7,3,0,0.5,2,10,100,0,0,0,9.5,12,12
12,3,0,0.5,2,10,100,0,0,0,14.5,17,17
15,3,0,0.5,2,10,100,0,0,0,17.5,20,20
0,7,0,0.5,2,10,100,0.0358192883869062,0,0.782079416820423,7.97455591774296,10.4395148987389,5
1,7,0,0.5,2,10,100,0.022590771381788,0,0.810875391740868,8.36525235044521,11.6546878053783,6
3,7,0,0.5,2,10,100,0.00303419093462825,0,0.914754765541603,9.15901906216641,14.400532804459,8
7,7,0,0.5,2,10,100,0,0,0,9.5,12,12
12,7,0,0.5,2,10,100,0,0,0,14.5,17,17
15,7,0,0.5,2,10,100,0,0,0,17.5,20,20
0,12,0,0.5,2,10,100,0.0740040078868364,0,0.709616026716264,11.0153923205952,13.436653773152,5
1,12,0,0.5,2,10,100,0.0616685918158581,0.00198320884055688,0.71936605328294,11.4128282652283,14.5682978369969,6
3,12,0,0.5,2,10,100,0.0390501800845713,0,0.746608676257225,12.219478086315,16.9208219728539,8
7,12,0,0.5,2,10,100,0.00122868668070787,7.65989199419421,0.941430332263487,13.441162461898,22.5300657291526,12
12,12,0,0.5,2,10,100,0,0,0,14.5,17,17
15,12,0,0.5,2,10,100,0,0,0,17.5,20,20
0,15,0,0.5,2,10,100,0.0912948861550031,0,0.68683729008442,12.8025593512663,15.2018488801219,5
1,15,0,0.5,2,10,100,0.0797765590763975,0,0.692852501944727,13.1999350272262,16.3068649713357,6
3,15,0,0.5,2,10,100,0.0582850312970336,0.00665390520677641,0.709078341267358,14.0082747046876,18.575563047629,8
7,15,0,0.5,2,10,100,0.0216906260453388,0.0504494128286653,0.771444525656979,15.666511263973,23.5460801570537,12
12,15,0,0.5,2,10,100,0,0,0,14.5,17,17
15,15,0,0.5,2,10,100,0,0,0,17.5,20,20
0,1,0.1,0.5,2,10,100,0,0,0,2.5,5,5
1,1,0.1,0.5,2,10,100,0,0,0,3.5,6,6
